,asin,title,description,category,topic_name,topic_rank,bubble_color,bubble_size
22528,B000VDR8BU,TEMPTATIONS Savory Salmon Flavor Treats for Cats,Whiskas Savory Salmon Flavor Temptations Treats for Cats.Helps <br> control tartar.Crunchy outsid...,cat,cat_4,32,0.5844470588235294,17.0
22550,B000VDV172,"Friskies Feline Favorites Dry Cat Food, 3.15 lbs","5000010035 FRISKIES SURF&TURF.Ophthalmologist-tested, fun <br> shampoo for kids.Extra-gentle, combines sh...",cat,cat_5,8,0.43388,5.0
22553,B000VDWW0W,Whiskas Temptations Creamy Dairy Cat Treats,"There are plenty of fish in the sea, but none as delicious as <br> These! whiskas temptations mixups surf...",cat,cat_6,27,0.399355,20.0
22559,B000VDX7EC,"Fancy Feast Salmon &amp; Shrimp Feast Cat Food, 3 oz","Fancy Feast 3 OZ, Classic Shrimp & Salmon Ground Cat Food. With <br> a taste guaranteed to satisfy, this ...",cat,cat_3,15,0.54785,2.0
22593,B000VG25NI,GRAY/PINK Tonal Argyle Dog Sweater Small,nan,other,other_3,27,0.8661,2.0
22598,B000VG095E,X-SMALL - Sugar and Spice Dog Dress,nan,other,other_1,29,0.83615,2.0
22632,B000VHSWYI,"Outward Hound Kyjen Plush Puppies Holiday, Jr. Octopus, Dog Toy","This cute, plush, holiday-themed character is sturdy enough for <br> chasing, chewing and tumbling, yet s...",dog,dog_2,29,0.72525,8.0
22649,B000VJKZ78,Pounce Crunchy Tartar &amp; Plaque Control Cat Treats,nan,cat,cat_4,46,0.8383999999999998,5.0
22682,B000VK2WGE,"Pet Naturals' Daily Best for Cats, 100 tablets",Trying to find an effective multivitamin for your cat pet <br> naturals of Vermont provides cat owners wi...,cat,cat_5,41,0.5812,2.0
22689,B000VK2YJ4,"Natural Life Cat Food, Lamaderm Lamb And Rice Platter, 5.5-Ounce Cans (Pack Of 24)","Good product,,",cat,cat_2,11,0.91858,5.0
22733,B000VKXAP6,Crinkle Catnip Balls 4 Pack,The Crinkle Catnip Balls are soft catnip loaded balls made out <br> of shimmering iridescent material tha...,cat,cat_3,48,0.65185,2.0
22776,B000VMJIJQ,"Bright Bites Daily Dental Dog Treats, Tasty Cinnamon, Small, 5 Pound Box",Bright Bites Small (for dogs up to 15-lbs) Daily Dental Dog <br> Treats in Tasty Cinnamon Flavor are a fu...,dog,dog_4,27,0.71804,5.0
22791,B000VO9CYU,KollerCraft TOM Replacement Return Hose for Rapids Pro Filter (Models TM1350 and TM1351),This KollerCraft TOM replacement return hose connects the TOM <br> overflow box (model TM1352) to the TOM...,other,other_6,15,0.2273,4.0
22830,B000VR9Q4S,"Deli Fresh Gently Cooked Adult Dog Food, Turkey, Vegetable &amp; Rice, 2-Pound Tubes (Pack Of 4)","Deli Fresh Gently Cooked Adult Dog Food, Turkey, Vegetable &amp; <br> Rice are ready to serve, simply cut...",dog,dog_1,27,0.9257,7.0
22944,B000VZQZSA,"IRIS Pet Carrier for Dog or Cat, BL-460",The Iris Plastic Pet carrier offers a mess-free transportation <br> solution for small pets whether takin...,cat,cat_4,16,0.93545,10.0
23075,B000W7MCF2,"Signature Housewares Feed Me Cat Bowl, Small",Say goodbye to ugly pet bowls! This playful cat bowl elevates <br> feeding to a new level and coordinates...,cat,cat_2,6,0.6592714285714286,7.0
23083,B000W8JOUW,Kuddle Kup Faux Suede for Cats,nan,cat,cat_3,2,0.77468,5.0
23213,B000WFEOV4,"Vibrant Pets Canine Athlete Diet Supplements, 8 Ounce",Vibrant Pets Canine Athlete supports and increases your pet's <br> performance while providing joint and ...,dog,dog_2,46,0.6618142857142857,7.0
23234,B000WFGN8G,Salmon &amp; Whitefish 3.20 Ounces (Case of 24),This unique formula of Salmon & Whitefish contains Cranberry <br> Meal to aid in the prevention of urinar...,cat,cat_4,9,0.5449666666666667,3.0
23331,B000WFKHN8,"Chicken Soup For The Cat Lover'S Soul Dry Cat Food For Senior Cat, Chicken Flavor, 18 Pound Bag","Made with four fresh meats and quality ingredients good enough <br> for you to eat, the Chicken Soup for ...",cat,cat_6,39,0.6985692307692308,52.0
23453,B000WFPZ5I,"AvoDerm Naturals Tuna &amp; Crab Meat Canned Cat Food, 3-Ounce by AvoDerm, Case of 24","AvoDerm premium dog and cat food formulas are loaded with high <br> quality meat proteins, wholesome grai...",cat,cat_3,18,0.6243999999999998,36.0
23477,B000WFRM3G,"Precise Feline Light Formula, 6 Lb",Give you cat a little extra nutrition to help build muscle <br> tissue and start off on the right paw. Pr...,cat,cat_1,35,0.8027500000000001,2.0
23481,B000WFRX4Y,VeRUS Feline Life Advantage Diet Chicken Meal and Brown Rice Formula Dry Cat Food,"Ingredients Chicken Meal, Ground Brown Rice, Chicken Fat <br> (preserved with Mixed Tocopherols), Menhade...",cat,cat_2,40,0.4271,3.0
23487,B000WFS2NK,"Diamond Puppy Biscuits, Golden Puppy, 20 Pound Bag",Diamond Super Premium Biscuits for Dogs are great as a treat or <br> training aid and formulated to help ...,dog,dog_4,45,0.471375,4.0
23569,B000WHVKTG,Friskies Special Diet Ocean Whitefish Case of 24 Cans,Purina Friskies Special Diet Ocean Whitefish Dinner Classic Pate <br> Cat Food.Helps maintain urinary...,cat,cat_2,39,0.4416333333333333,3.0
23592,B000WJIJ1Q,Wysong Pet Nutritional Products 858316 21 Count Dream Chicken Treats For Pets,"Wysong Daily Dream Chicken Treats For Dog and Cats are a <br> meat-only snack, uniquely processed...",cat,cat_6,42,0.7217363636363636,11.0
23604,B000WLZ9QC,"Weruva Asian Fusion with Tuna, Rice &amp; Shirasu Canned Cat Food","A terrific pacific treat, made with red meat tuna and shirasu. <br> Shirasu are baby anchovies. Translate...",cat,cat_6,9,0.84215,2.0
23773,B000X888JO,Black 1&quot;&quot; Traffic Lead w/ Rubber Handle 12&quot;&quot;,nan,dog,dog_3,30,0.8394,5.0
23777,B000X8647W,Cetacea Traffic Lead with Rubber Handle,You never know when your dog will run into traffic. They may see <br> a squirrel or something else that s...,dog,dog_2,11,0.6450400000000001,10.0
23825,B000X9F2Y2,Fat Cat Kitty Hoots Fluff Bunnies Cat Toy,Our products are stamped with &quot;Absolutely Tested on <br> Animals&quot; &#040;in our case that&#039;s...,cat,cat_1,22,0.8736,3.0
23838,B000XAKOYY,THE LAND BEFORE TIME Printed Happy Birthday 18&quot; Round Mylar Balloon ~ Party Supplies,One 18 inch foil / mylar balloon.,other,other_3,22,0.5712,3.0
23844,B000XB8R4M,Annamaet 25% Encore Dog Food - 40 lb,"An ""encore"" of our original formula with the corn and wheat <br> removed, Annamaet Encore is designed for...",dog,dog_2,47,0.7864285714285716,7.0
23859,B000XE31CC,Magno Classic By La Toja For Women. Magno Classic Shower Gel 25 Oz.,La Toja is the Spanish body care brand which combines the <br> pleasure and care of the thermalism at hom...,rabbits and rodents,rabbits and rodents_0,47,0.6456124999999999,8.0
23922,B000XQ4YZ8,Avoderm Natural Chicken &amp; Herring Meal Formula Kitten Food,"Since Breeder's Choice began in 1947, we've been uncompromising <br> in our pursuit of the healthiest nou...",cat,cat_1,45,0.11755,2.0
23956,B000XS6QUC,Signature Pets Housewares Run Kitty Run Cat Bowl,Say goodbye to ugly pet bowls! This playful cat bowl elevates <br> feeding to a new level and coordinates...,cat,cat_5,44,0.5399999999999999,8.0
23959,B000XS6QWA,"Signature Housewares Run Kitty Run Cat Bowl, Extra Small",Say goodbye to ugly pet bowls! This playful cat bowl elevates <br> feeding to a new level and coordinates...,cat,cat_4,4,0.7876,5.0
24005,B000XY5Y22,"Go Cat 36 in Stick/Wand Cat Toy, Handmade in The USA","Your cat will love this toy! It's great fun for both you and <br> your feline friend, providing hours of ...",cat,cat_3,40,0.5290230769230768,78.0
24038,B000Y1G662,Comfort Pet Products Premium Pillow,"Comfort Pet Products Premium Pillow 30X24, Tan",dog,dog_3,35,0.6181,5.0
24054,B000Y1OUN8,Pet Supply Imports - Variety Mouse 4 Pack Cat Toy,"Variety mouse.,,",cat,cat_5,15,0.7296,3.0
24293,B000Y8YJRI,"Pro Select Replacement Trays for Cat Cages - Durable, Easy-to-Clean ABS-Plastic Trays for ProSelect ...",ProSelect Replacement Trays for Cat Cages fitProSelect Foldable <br> Cat Cages and Easy Cat Cages.<...,cat,cat_5,43,0.6209125,8.0
24335,B000Y8YKH2,Soft Terry Dog Crate Bed in Bright Colors,"This crate bed is now in bright, velvety terry the hottest <br> material. Bumper-style sides make these i...",cat,cat_5,23,0.5314,3.0
24442,B000Y91G8W,"Zanies 2-Inch Fur Balls Cat Toys Canister, 60-Pack",Zanies canister cat toy canister contains 60 2-inch quot fur <br> balls in eye-catching hues. Any cat wil...,cat,cat_3,30,0.7465,3.0
24447,B000Y908W2,"Guardian Gear Double-Layer Nylon Dog Lead, 4-Feet, Sparkling Grape","With top protection and high visibility, this Guardian Gear <br> bright leads also make a bold fashion st...",other,other_4,39,0.87175,2.0
24516,B000YAA588,Active Care Soft Heart Shaped Healthy Joint Cat Treats,Active Care Soft Heart Shaped Healthy Joint Cat Treats help <br> promote healthy joints in your cat. ...,cat,cat_5,36,0.2764,2.0
24607,B000YIWUY2,"Panacea 70035 River Rock, Rust, 2 Pounds",Polished river rocks is packaged in 2 pound bags. Great for use <br> in aquariums as well as planters. Av...,other,other_4,9,0.6134499999999999,4.0
24656,B000YJ0LG0,Aqua Ultraviolet A50007 Ultima II 6000 with 2&quot; Valve,"To support aquatic life whether at an aquaculture facility, <br> backyard pond or large aquarium system i...",other,other_5,44,0.41355,2.0
24737,B000YJ4D5A,"Panacea Products APN70027 Pan Gems for Aquarium, 12-Ounce, Teal",Will not affect for use in freshwater aquariums; Non-Toxic <br> coating; A very quality product from the ...,rabbits and rodents,rabbits and rodents_0,34,0.7080299999999999,10.0
24936,B00101G6HO,"Elite Carbon Cartridge for Hush 55-Power Aquarium Filter, 2-Pack",This carbon cartridge is used for hush 55 power filter. Includes <br> 2 cartridge per pack. Measures 2-1/...,fish,fish_0,32,0.6414444444444444,9.0
25087,B0010ODSZY,SmartCrock&trade; Small 5&quot; 15 oz.(444ml) Clear,"Smart Crocks fasten onto cage bars for quick, easy, secure <br> mounting on almost any cage, and less was...",dog,dog_6,33,0.7059888888888891,9.0
25291,B0011ADWSU,Espana Silk ESP0000E Specially Formulated Silk Protein Shampoo for Horses,"Espana SILKproducts are all natural, water based, non-oily, <br> biodegradable, hypoallergenic and does n...",dog,dog_5,11,0.6357571428571429,7.0
25321,B0011MFMAE,"NCAA Hunter MFG USC Trojans Dog Collar, Medium","Balloons Party Pack Helium 12 Inches Rainbow Set, Assorted <br> Colored Balloons Made With Strong Latex F...",other,other_6,23,0.4901666666666666,3.0
25352,B0011W8Y36,Herbal Shampoo,Our healing herbal shampoo is the most effective solution <br> we&apos;ve found for keeping dandruff and ...,dog,dog_2,17,0.9228111111111108,9.0
25369,B001210WVS,6 lbs of Rectangular White Rawhide Chips,6 lbs of Rectangular White Rawhide Chips (MADE IN BRAZIL),dog,dog_5,17,0.8613833333333333,6.0
25419,B00129M4P2,"Buddy&amp;Max Probiotic Chews for Dogs - Digestive Enzymes - Diarrhea, Stomach, Vomit, Gas, Weight ...",PRODUCT DETAILS: - All natural organic ingredients - Made in the <br> USA - Improves d...,other,other_5,50,0.60885,2.0
25437,B0012DOXGG,"Vision Bird Cage Perch, Green, 2-Pack",This ergonomically designed vision perch feature a unique <br> multi-grip surface that promotes foot circ...,bird,bird_0,24,0.65175,8.0
25491,B0012GR0KE,"Stazko Conditioning Pet Spray, 32-Ounce","An amazing dematting spray, anti-static conditioning spray and <br> finishing spray all-in-one! The versa...",dog,dog_2,35,0.7161,8.0
25609,B0012KMGBI,"Dog Room Cage Dog Crate, Brown + Receive a FREE ABC Pet Plaza Dog Calendar w/Purchase","This commercial grade crate is perfect for small dogs and <br> puppies for training. 
Outside Size: 36""W ...",dog,dog_3,19,0.9094833333333332,6.0
25682,B0012Q14VU,Replacement Sponge for Hydro II,Replacement foam sponge for the Hydro-Sponge Filters.,other,other_6,40,0.3549,3.0
25731,B0012X6FK8,"Buddy&amp;Max Probiotic Chews for Dogs - Digestive Enzymes - Diarrhea, Stomach, Vomit, Gas, Weight ...",PRODUCT DETAILS: - All natural organic ingredients - Made in the <br> USA - Improves d...,other,other_5,9,0.9397,3.0
25852,B0013G3IYU,"Seatone Unique Biolane Active Extract, 90 Capsules",Seatone capsules contain a unique extract (Biolane) from the <br> green-lipped mussel (Perna canaliculus)...,other,other_4,13,0.404225,4.0
25880,B0013KGFAK,"Meyda Tiffany 14425 Fabric &amp; Fringe Tulip Lamp Shade, 11.5&quot; Width","Nearly two decades ago, Meyda Tiffany acquired quality bent <br> glass Company which created original lig...",other,other_5,13,0.5398999999999999,3.0
25896,B0013LQBTE,DermaBenSs Shampoo - Gallon,"At 2.5%, this formulation is stabilized (and given additional <br> nutritional value) by the worlds best ...",dog,dog_6,7,0.6683714285714285,14.0
26070,B0014C95IG,"GlycoFlex 1 2PACK Hip and Joint Support for Dogs, 240 Chewable Tablets","GlycoFlex I contains Perna canaliculus, Glucosamine HCl, and <br> Dimethylglycine to help support the reb...",dog,dog_5,18,0.5695666666666667,6.0
26163,B0014LW7QE,Pet Waste Bags Three Rolls,"This leak-proof plastic replacement waste bags is available in <br> stylish, color-coordinated design pur...",dog,dog_1,47,0.7507,6.0
26535,B00166KEZ8,Pawious Bark Collar - [Newest 2019] Rechargeable Anti Bark Collar for Small Medium Large Dogs - ...,",Is your dog super noisy and barks all the time on every sound? <br> But you love your dog and would neve...",dog,dog_3,32,0.82962,5.0
26602,B0016BOCEW,"Spectrum Essentials Cod Liver Oil, 520 mg SoftGels, 200 Count Bottle","At Spectrum, we work with talented, dedicated people to create <br> the best products possible, and using...",other,other_5,31,0.60675,2.0
26646,B0016H8ZI0,Hartz Flavor Last Filled Rawhide,Flavor Last filled Rawhide - Large 2 Pack,dog,dog_1,45,0.7922666666666668,6.0
26667,B0016KXG18,"12&quot; Latex Happy Anniversary Balloons, 6ct",Give your sweet celebration of love a colorful lift with our <br> Latex Happy Anniversary Balloons. These...,other,other_5,17,0.6927,3.0
26749,B0016WLZLY,"Buddy&amp;Max Probiotic Chews for Dogs - Digestive Enzymes - Diarrhea, Stomach, Vomit, Gas, Weight ...",PRODUCT DETAILS: - All natural organic ingredients - Made in the <br> USA - Improves d...,other,other_2,4,0.62064,5.0
26795,B00171AJ9I,Norwegian Ocean Kelp Supplement for Dogs. Vegetarian Blend - 2 pounds,Kelp products are manufactured from high quality Norwegian Kelp. <br> Helps reduce stress. Helps dry skin...,dog,dog_0,3,0.6598857142857142,42.0
26807,B00171UA7O,Nutramax Welactin Canine Omega-3 Liquid Supplement 48oz (3 x 16oz),nan,dog,dog_2,30,0.579975,8.0
26825,B00176755E,Sun Seed Vita Prima Sunscription Safflower Formula Large Hookbill Food,Sensed Vita Prima diet formula with Quito Egg food puffs <br> designed to meet the daily nutritional need...,bird,bird_0,42,0.87475,6.0
26856,B001769YZ8,"KollerCraft TOM Ceramic Bio-Cylinders, 24-Ounce","A super porous biological filter media for wet/dry filters and <br> canisters, TOM Ceramic Bio-Cylinders ...",other,other_2,29,0.8914500000000001,2.0
26877,B00176ALUU,Mounting Legs for Coralife Aqualight Pro,Mounting Legs for the Aqualight Pro Series Aquarium Lighting <br> System.,other,other_2,14,0.6933,4.0
26886,B00176AV82,Sun Seed Vita Prima Sunscription Adult Rabbit Food,"A high-fiber diet for adult pet rabbits made from a tasty blend <br> of timothy hay, vegetables, fruit, a...",rabbits and rodents,rabbits and rodents_0,5,0.58889375,16.0
26958,B00176BC7G,Zilla Halogen Reptile Light Bulb - 25 Watt - Night Black,",Halogen delivers more light and heat with less power,Compact <br> design saves space, focuses light,One ...",other,other_4,42,0.7424999999999999,2.0
27093,B00176F402,HIKARI Staple Koi Food 4.4 Lb - Mini Pellet,"Hikari Staple is an economical, daily diet for koi as well as <br> other pond fishes. It contains all the...",fish,fish_0,43,0.6363749999999999,8.0
27261,B00176MD2E,Eheim Threaded Connector Canister Elbow 2211-15,CANISTER ELBOW 2217 Fits 2217 CANISTER ELBOW 2211-15 Fits 2213 <br> 2215,other,other_4,32,-0.1636999999999999,2.0
27305,B00178Z2XO,JBJ 5W UV Submariner - Replacement 3pk Sponges (Filter Media),5 Watt UV Submariner - Replacement 3pk Sponges,other,other_2,32,0.8091,2.0
27402,B0017JANFU, Vision Front Wire Grill with Doors for Vision M01/M02 Bird Cages ,This Front wire grill is designed to used with Vision M01/M02 <br> bird cage. This product weighs 0.84-po...,other,other_1,46,0.7337499999999999,2.0
27415,B0017JBD72, LupinePet Originals 1&quot; Brook Trout 12-20&quot; Adjustable Collar for Medium and Larger Dogs ,"All Lupine products are proudly built in Conway, New Hampshire <br> and Guaranteed (Even if Chewed). 1 co...",dog,dog_6,1,0.7077854166666669,48.0
27443,B0017JBVU6,"Dogit Puppy Toy, Baby Octopus","The Dogit Luvz Puppy Luv Dog Toys are delightful puppy toys made <br> from soft plush fabric, and feature...",dog,dog_1,1,0.6870545454545455,22.0
27445,B0017JBSHM,Pressure-Flo Lid Sealing O-Ring for Laguna Pressure-Flo 2100 and 3500 UVC Filters,The Pressure-Flo Lid Sealing O-Ring is the replacement part for <br> the Laguna Pressure-Flo 2100 and 350...,other,other_4,24,0.2752333333333333,3.0
27469,B0017JC2ZO,Fab Dog Rasta Stripe Nylon 5/8-Inch Lead Dog Leash,"Yeah, mon. Conjure the good vibes of Jamaica by snapping this <br> Rasta collar and lead over your dog's ...",dog,dog_1,8,0.7519833333333334,12.0
27499,B0017JE2Q6,AquaClear Impeller Fan Blades 50/402 Powerhead Pumps,"This impeller fan blades is used for AquaClear powerhead pump <br> models 50, 402. Measures 1-inch length...",other,other_6,10,0.71678,5.0
27509,B0017JFKMG,Hagen Laguna Pond Accessory Power Jet Impeller Shaft 1500,"Pond by HAGEN USA CORP. - Get Fast Shipping and Low Prices at <br> PetsWarehouse.com on over 43,000 Pet S...",other,other_4,19,0.2952666666666666,3.0
27610,B0017JG5PW,Vision Waste Shield Replacement for All Vision Bird Cages,This waste shield is design to used with all Vision bird cage. <br> This product weighs 0.07-pound. Measu...,other,other_6,35,0.5255333333333333,3.0
27964,B00185NIZA,"MRS. PASTURES, INC. Mrs. Pastures Cookies for Horses - 5 Pound Refill Bag","Chosen as the ""Number 1 Horse Treat"" and top in ""Product of the <br> Year"" both by Michael Plumb's Horse ...",farm animals,farm animals_0,29,0.7023111111111111,9.0
27987,B00186VRIY,"Buddy&amp;Max Probiotic Chews for Dogs - Digestive Enzymes - Diarrhea, Stomach, Vomit, Gas, Weight ...",PRODUCT DETAILS: - All natural organic ingredients - Made in the <br> USA - Improves d...,other,other_5,48,0.8157,2.0
28091,B0018CCUTS,Angel of Protection Pet Urn,nan,other,other_1,35,0.77,2.0
28102,B0018CE6M2,Eheim AEH7276650 Canister O-Ring 2250/60 for Aquarium Water Pump,Eheim rings are used extensively for securing hoses and tubing <br> to aquarium walls. The removable ring...,other,other_4,17,0.3141333333333333,3.0
